id,name,cuis
DOID:0060735,epidermolysis bullosa simplex Dowling-Meara type,"['C0079298', 'C1033981', 'C1547052']"
DOID:0050768,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1","['C0026237', 'C0069436', 'C0011155', 'C0521447', 'C0441729', 'C0949692', 'C0521447']"
DOID:2490,congenital nervous system abnormality,['C0158538']
HP:0006518,Pulmonary venous occlusion,"['C4280802', 'C0034091']"
OMIM:155950,"MELORHEOSTOSIS, ISOLATED",['C3149631']
DOID:10264,mumps,['C0026780']
HP:0001640,Cardiomegaly,['C0018800']
DOID:1543,metastatic neoplasm of parathyroid,['C0027627']
OMIM:300434,STOCCO DOS SANTOS X-LINKED MENTAL RETARDATION SYNDROME; SDSX,['C1845530']
DOID:0060222,Scheie syndrome,['C0026708']
DOID:8929,atrophic gastritis,"['C0017154', 'C0156073']"
HP:0007979,Gaze-evoked horizontal nystagmus,['C1853394']
OMIM:610253,KLEEFSTRA SYNDROME,['C0795833']
DOID:12204,catatonic schizophrenia in remission,['C0036344']
DOID:7826,adult papillary meningioma,['C0281334']
OMIM:613810,RETINITIS PIGMENTOSA 43; RP43,['C3151139']
HP:0030286,Atrophic superior cerebellar peduncle,['C4022535']
OMIM:613712,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 4; HSCR4",['C3150975']
HP:0010472,Abnormality of the heme biosynthetic pathway,['C4023814']
DOID:0070100,oculocutaneous albinism type VII,"['C0078918', 'C1547052', 'C0445385']"
DOID:0080065,autosomal recessive spinocerebellar ataxia 19,"['C0596142', 'C1846367', 'C1424699']"
DOID:2497,enamel erosion,['C1456161']
HP:0100007,Neoplasm of the peripheral nervous system,['C0031118']
HP:0005155,Ventricular escape rhythm,['C0232216']
DOID:0111118,nephronophthisis 11,"['C3150796', 'C0687120']"
HP:0012137,Abnormal number of granulocyte precursors,['C4023029']
OMIM:612702,HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA; HH6,['C3552574']
HP:0005401,Recurrent candida infections,['C1860128']
DOID:3814,extraskeletal chondroma,"['C1275277', 'C1333516']"
DOID:0110325,hypertrophic cardiomyopathy 19,['C0007194']
HP:0004284,Notched hand bones,['C4025372']
OMIM:613854,"TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 3; DTGA3",['C3151221']
DOID:1270,hereditary hemorrhagic telangiectasia,['C0039445']
DOID:4183,pseudopseudohypoparathyroidism,['C0033835']
DOID:2960,photosensitive trichothiodystrophy,['C1955934']
HP:0012158,Carotid artery dissection,['C0338585']
OMIM:610001,"ARTHROGRYPOSIS MULTIPLEX WITH DEAFNESS, INGUINAL HERNIAS, AND EARLY DEATH",['C1864939']
DOID:3559,pseudomyxoma peritonei,['C0033822']
OMIM:241600,IMMUNODEFICIENCY 43; IMD43,"['C2338134', 'C1855796']"
HP:0040234,Factor XIII subunit B deficiency,['C2750481']
HP:0012319,Absent pigmentation of the abdomen,['C4022956']
OMIM:611718,"HYPOMAGNESEMIA 4, RENAL; HOMG4",['C2673648']
OMIM:612285,JOUBERT SYNDROME 9; JBTS9,['C3280898']
DOID:3812,mediastinum chondroma,['C1334650']
DOID:5127,bizarre leiomyoma,['C0334478']
DOID:0060317,lung abscess,['C0024110']
DOID:12029,sympathetic ophthalmia,['C0029077']
OMIM:616038,NEU-LAXOVA SYNDROME 2; NLS2,['C4015019']
OMIM:179850,DOWLING-DEGOS DISEASE 1; DDD1,['C3714534']
DOID:2785,Dandy-Walker syndrome,['C0010964']
HP:0003698,Difficulty standing,['C0241237']
OMIM:615160,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5; MC3DN5",['C3554608']
DOID:12058,Fetal-maternal hemorrhage affecting management of mother,"['C0015959', 'C0392760', 'C0001554', 'C1273870', 'C0026591']"
OMIM:617248,"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII; MGCA8","['C2773364', 'C4310650']"
HP:0031602,Abnormal mucociliary clearance,"['C0205161', 'C0026687']"
DOID:0110714,congenital stationary night blindness 1G,"['C0339535', 'C0339535']"
HP:0100795,Abnormally straight spine,['C4021969']
HP:0007522,Increased number of skin folds,['C4024853']
DOID:11578,Escherichia coli meningitis,['C0338395']
HP:0030890,Hyperintensity of cerebral white matter on MRI,['C2938912']
OMIM:109540,B-CELL GROWTH FACTOR; BCGF,['C1862295']
DOID:12253,testicular lymphoma,['C0349644']
OMIM:176920,PROTEUS SYNDROME,['C0085261']
HP:0004372,Reduced consciousness/confusion,['C0234428']
HP:0010866,Abdominal wall defect,['C0238577']
OMIM:612422,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3; RCM3",['C2676271']
HP:0010930,Abnormality of monovalent inorganic cation homeostasis,['C4023645']
OMIM:175050,JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME; JPHT,['C1832942']
DOID:5564,fallopian tube teratoma,['C1517127']
HP:0003733,Thigh hypertrophy,['C1846674']
HP:0010019,Fragmentation of the epiphysis of the 1st metacarpal,['C4024104']
OMIM:607677,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I; CMT2I",['C3888087']
OMIM:607161,MULTIPLE CONGENITAL ANOMALIES SYNDROME WITH CLOVERLEAF SKULL,['C1846671']
HP:0004558,Cervical platyspondyly,['C1856641']
HP:0003217,Hyperglutaminemia,['C1839533']
DOID:9017,Sezary's disease involving lymph nodes of axilla and upper limb,"['C0036920', 'C0024204', 'C0004454', 'C1140618']"
HP:0002641,Peripheral thrombosis,['C1849749']
DOID:6546,secondary cardiac lymphoma,['C1335939']
HP:0025029,Abnormality of enteric neuron morphology,['C4293670']
HP:0001305,Dandy-Walker malformation,['C0010964']
DOID:3172,papillary adenoma,['C0205650']
DOID:0110406,retinitis pigmentosa 30,"['C1842816', 'C0035334']"
DOID:9743,diabetic neuropathy,['C0011882']
HP:0007721,Saccular conjunctival dilatations,['C3277464']
HP:0002153,Hyperkalemia,['C0020461']
OMIM:601492,"MUCOPOLYSACCHARIDOSIS, TYPE IX; MPS9",['C1291490']
OMIM:129100,"EARS, ABILITY TO MOVE",['C1851889']
OMIM:600643,"CAROLI DISEASE, ISOLATED",['C1833541']
DOID:8627,"Hodgkin's lymphoma, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb","['C0019829', 'C0024257', 'C0024204', 'C0018246', 'C0023216']"
HP:0031300,Abnormal circulating properdin level,"['C0205161', 'C0175630', 'C0033452', 'C0441889']"
OMIM:616922,"STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2; ADSD2",['C4310791']
DOID:6420,pulmonary valve stenosis,['C0034089']
DOID:10936,schizoid personality disorder,['C0036339']
HP:0005320,Lack of facial subcutaneous fat,['C3277426']
OMIM:612318,PSEUDOFOLLICULITIS BARBAE,['C0549150']
HP:0009832,Abnormality of the distal phalanx of finger,['C4021385']
HP:0010002,Complete duplication of the middle phalanges of the hand,['C4024117']
OMIM:235730,MOWAT-WILSON SYNDROME; MOWS,['C1856113']
HP:0009113,Diaphragmatic weakness,"['C0521532', 'C4020786']"
DOID:0110813,hereditary spastic paraplegia 62,['C0037773']
HP:0010705,4-5 finger syndactyly,['C4023731']
HP:0001440,Metatarsal synostosis,['C1862697']
OMIM:184255,"SPONDYLOMETAPHYSEAL DYSPLASIA, CORNER FRACTURE TYPE",['C0432221']
OMIM:600679,"DERMOID CYSTS, FAMILIAL FRONTONASAL",['C1833473']
HP:0004361,Abnormality of circulating leptin level,['C4025339']
OMIM:614671,CHROMOSOME 16p11.2 DUPLICATION SYNDROME,"['C3553407', 'C3553408']"
HP:0000974,Hyperextensible skin,['C0241074']
DOID:13887,residual chronic schizophrenia,['C0270408']
OMIM:177800,PSEUDOPAPILLEDEMA,['C0155300']
HP:0007814,Retinal pigment epithelial mottling,['C1857644']
HP:0012334,Extrahepatic cholestasis,['C0005398']
DOID:3164,Hair nevus,"['C0018508', 'C0018508']"
HP:0008940,Generalized lymphadenopathy,['C0476486']
OMIM:275450,TRICHOODONTOONYCHIAL DYSPLASIA WITH BONE DEFICIENCY,['C3279457']
HP:0007754,Macular dystrophy,['C0730292']
HP:0004950,Peripheral arterial stenosis,"['C0085096', 'C1704436']"
HP:0004408,Abnormality of the sense of smell,['C4021655']
DOID:12722,liver metastasis,['C0494165']
OMIM:612396,ALLANTOICASE; ALLC,['C3888005']
OMIM:606240,"THYROID CANCER, NONMEDULLARY, 3; NMTC3",['C4225410']
OMIM:614286,MYELODYSPLASTIC SYNDROME; MDS,['C3463824']
DOID:11678,onchocerciasis,['C0029001']
DOID:9506,acute ethmoiditis,['C0155806']
HP:0009526,Cone-shaped epiphysis of the proximal phalanx of the 2nd finger,['C4021456']
OMIM:245340,ERYTHROCYTE LACTATE TRANSPORTER DEFECT,['C1855577']
HP:0025051,Reduced brain creatine level by MRS,['C4476570']
DOID:1713,benign shuddering attacks,['C0375200']
OMIM:274800,THYROID DYSHORMONOGENESIS 4; TDH4,['C0342195']
HP:0000190,Abnormality of oral frenula,['C4025881']
OMIM:609965,"DEAFNESS, AUTOSOMAL DOMINANT 53; DFNA53",['C1864957']
OMIM:104130,"ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY",['C1863090']
HP:0100386,Aplasia of the proximal phalanx of the 5th toe,['C4022108']
DOID:6868,mediastinal malignant lymphoma,['C1334665']
DOID:9072,lethal midline granuloma,['C0018197']
HP:0002678,Skull asymmetry,"['C4280562', 'C0424690', 'C4280563']"
DOID:5247,liver fluke-related cholangiocarcinoma,['C1335113']
DOID:4818,lung occult non-small cell carcinoma,"['C0024109', 'C0205262', 'C1266002']"
DOID:4257,Caffey disease,['C0020497']
DOID:77,gastrointestinal system disease,['C0012242']
OMIM:209600,ATRIOVENTRICULAR DISSOCIATION,['C0004331']
HP:0007550,Hypohidrosis or hyperhidrosis,['C4021831']
DOID:2055,post-traumatic stress disorder,['C0038436']
DOID:0090024,split hand-foot malformation 1 with sensorineural hearing loss,"['C2931019', 'C0018784', 'C0018563', 'C0432028', 'C0000768', 'C0018784']"
DOID:0110616,primary ciliary dyskinesia 8,['C0008780']
DOID:11753,biliary calculus with acute cholecystitis,"['C0242216', 'C0149520', 'C0149520']"
HP:0006794,Loss of ability to walk in first decade,['C1846133']
DOID:0060870,isolated growth hormone deficiency,['C0013338']
DOID:10760,choroidal rupture,['C0154903']
HP:0011127,Perioral eczema,['C1396126']
HP:0002937,Hemivertebrae,['C0265677']
DOID:1054,glaucoma associated with chamber angle anomalies,"['C0017601', 'C0205143', 'C0000769', 'C0935616']"
DOID:3357,extraosseous osteosarcoma,['C0855052']
OMIM:271980,SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; SSADHD,['C0268631']
HP:0006858,Impaired distal proprioception,['C4021585']
DOID:11101,trench fever,['C0040830']
HP:0012335,Abnormality of folate metabolism,['C4022951']
OMIM:614565,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E; CSNB1E",['C3281215']
HP:0000726,Dementia,['C0497327']
DOID:0060592,B-cell adult acute lymphocytic leukemia,['C0279593']
HP:0500009,Dysplastic gangliocytoma of the cerebellum,['C0391826']
HP:0004401,Meconium ileus,"['C0398349', 'C2939175', 'C3553397']"
HP:0006753,Neoplasm of the stomach,"['C0038356', 'C4020813']"
HP:0007052,Multifocal cerebral white matter abnormalities,['C1833434']
HP:0012777,Retinal neoplasm,['C0524801']
DOID:0090101,lethal congenital glycogen storage disease of heart,"['C3151529', 'C0017919', 'C0018787']"
HP:0006524,Tracheobronchial leiomyomatosis,['C3806786']
OMIM:614487,"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE; SPAX5",['C3280977']
DOID:0110330,Leber congenital amaurosis 13,"['C2675186', 'C0339527']"
OMIM:148840,KLEINE-LEVIN HIBERNATION SYNDROME,['C0206085']
HP:0004914,Recurrent infantile hypoglycemia,['C4021644']
OMIM:211450,BRONCHOMALACIA,['C0264353']
DOID:0110342,osteogenesis imperfecta type 13,"['C0029434', 'C1547052']"
HP:0100745,Abnormality of the humeroulnar joint,['C4021980']
HP:0012132,Erythroid hyperplasia,"['C1838111', 'C0014800', 'C3552917']"
HP:0025455,Decreased CSF 5-hydroxyindolacetic acid,['C4476788']
OMIM:611771,LIPOPROTEIN GLOMERULOPATHY; LPG,['C2673196']
DOID:0110506,autosomal recessive nonsyndromic deafness 49,"['C2677304', 'C1415078', 'C0596142', 'C0011053']"
HP:0011810,Impaired two-point discrimination,['C4023178']
DOID:8615,spontaneous abortion complicated by shock,"['C0000786', 'C0036974']"
OMIM:611391,"CATARACT 33, MULTIPLE TYPES; CTRCT33",['C3808107']
DOID:0111070,congenital bile acid synthesis defect 3,['C3151147']
HP:0005335,Sleepy facial expression,['C4025214']
HP:0010938,Abnormality of the external nose,"['C4023638', 'C4280360', 'C2164724']"
DOID:0050489,multinodular goiter,['C0342208']
HP:0006532,Recurrent pneumonia,"['C0876973', 'C1859117', 'C0748140', 'C0694550']"
OMIM:612362,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 12; BMIQ12,['C2676498']
HP:0010802,Perioral hyperpigmentation,['C4023699']
HP:0011846,Osteoblastoma,['C0029417']
HP:0008786,Iliac crest serration,['C1857186']
HP:0001055,Erysipelas,"['C0014714', 'C0014733']"
OMIM:612572,RETINITIS PIGMENTOSA 46; RP46,['C2675496']
HP:0011889,Bleeding with minor or no trauma,['C4023143']
OMIM:615816,IMMUNODEFICIENCY 23; IMD23,['C4014371']
HP:0005389,Depletion of components of the alternative complement pathway,['C1969220']
DOID:12237,bile reflux,['C0005403']
HP:0006893,Severely dysplastic cerebellum,['C4024969']
HP:0002074,Increased neuronal autofluorescent lipopigment,"['C4025728', 'C4020857']"
HP:0011824,Chin with H-shaped crease,['C1860309']
DOID:4217,malignant ovarian Brenner tumor,['C0334495']
HP:0009738,Abnormality of the antihelix,['C4021395']
DOID:10661,mediastinum ganglioneuroblastoma,['C1334653']
DOID:13996,small intestine lymphoma,['C0278805']
DOID:70,lymphoid tissue disease,"['C0024296', 'C0012634']"
HP:0011773,Uninodular goiter,['C0342205']
DOID:7469,balloon cell nevus,['C0334425']
DOID:2575,barbiturate dependence,['C0154482']
DOID:0050257,Angiostrongylus cantonensis infectious disease,"['C0277131', 'C0012634']"
DOID:0050111,Microsporum fulvum tinea capitis,"['C0319954', 'C0040250']"
HP:0011435,Low maternal serum PAPP-A,['C4023360']
OMIM:110720,BLOOD GROUP--En,['C1862238']
OMIM:271665,"SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE",['C1849011']
HP:0010516,Thymus hyperplasia,['C0040115']
OMIM:601744,"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 1; SLEB1",['C1866373']
HP:0025069,Comitant strabismus,['C0152203']
DOID:11264,Chlamydophila infectious disease,"['C0887972', 'C0009450']"
OMIM:609261,"STUTTERING, FAMILIAL PERSISTENT, 2; STUT2",['C1836484']
HP:0005263,Gastritis,['C0017152']
DOID:5138,leiomyomatosis,['C0206654']
OMIM:159500,MYELINATED OPTIC NERVE FIBERS,['C1834600']
DOID:4894,rete ovarii adenocarcinoma,['C3840223']
HP:0010045,Aplasia/Hypoplasia of the 5th metacarpal,['C4024085']
DOID:4011,prostate transitional cell carcinoma,"['C1514430', 'C1335522']"
HP:0000935,Thickened cortex of long bones,['C1840418']
HP:0031028,Lactescent serum,['C1096710']
OMIM:609500,"MYOPATHY, AUTOPHAGIC VACUOLAR, INFANTILE-ONSET",['C2931230']
OMIM:615352,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14; MDDGC14",['C3714932']
HP:0030908,Liver kidney microsome type 1 antibody positivity,['C4293677']
DOID:2975,cystic kidney disease,['C0022679']
HP:0011145,Symptomatic seizures,['C4023516']
DOID:433,Intraventricular hemorrhage from any perinatal cause,"['C0240059', 'C0015127', 'C0178795']"
HP:0004252,Abnormality of the trapezium,['C4025390']
OMIM:246650,"LIPASE DEFICIENCY, COMBINED",['C1855498']
DOID:2591,nephrotic syndrome with lesion of lobular glomerulonephritis,"['C0027726', 'C0221198', 'C0017662']"
OMIM:616084,"SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY; SIFD",['C4015172']
OMIM:616606,RING CHROMOSOME 14 SYNDROME,['C2930916']
HP:0004439,Craniofacial dysostosis,['C0010273']
DOID:2816,malignant oculomotor nerve tumor,['C0686417']
HP:0100256,Senile plaques,['C0333463']
OMIM:215480,CHOROID PLEXUS CALCIFICATION AND MENTAL RETARDATION,['C1859092']
DOID:1520,colon carcinoma,['C0699790']
HP:0000188,Short upper lip,['C1848977']
HP:0031530,Multifocal subretinal deposits,"['C0205292', 'C0333562']"
DOID:12301,speckled lentiginous nevus,['C0346099']
HP:0030301,Abnormality of the anterior commissure,['C4022525']
HP:0000541,Retinal detachment,['C0035305']
OMIM:609266,LI-FRAUMENI SYNDROME 3; LFS3,['C1836481']
DOID:13781,hypermobility syndrome,['C0152093']
DOID:4078,tricuspid valve stenosis,['C0040963']
HP:0100900,Sclerosis of the distal phalanx of the 2nd finger,['C4021942']
HP:0003025,Metaphyseal irregularity,['C1838662']
OMIM:250800,METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE,['C0268193']
HP:0005208,Secretory diarrhea,"['C0267557', 'C0267661']"
HP:0031737,Cicatricial entropion,['C0155191']
DOID:8689,anorexia nervosa,['C0003125']
HP:0003646,Bicarbonaturia,['C1839865']
DOID:7215,relapsed childhood ependymoma,['C0796612']
OMIM:300928,"MENTAL RETARDATION, X-LINKED 101; MRX101",['C3890168']
DOID:9640,sarcocystosis,['C0036231']
HP:0100320,Rosenthal fibres,['C0333731']
HP:0012286,Abnormal hypothalamus morphology,['C4021095']
DOID:10792,chronic maxillary sinusitis,['C0008698']
OMIM:161050,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 1; NDNC1",['C0406443']
DOID:3819,toxicodendron dermatitis,['C0032342']
DOID:1756,facial nerve disease,['C0015464']
HP:0010352,Patchy sclerosis of 2nd toe phalanx,['C4021287']
OMIM:614838,HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA; HH9,['C3553842']
HP:0008309,Medium chain dicarboxylic aciduria,['C1860081']
OMIM:611777,BRUGADA SYNDROME 2; BRGDA2,['C2673193']
DOID:0110167,Charcot-Marie-Tooth disease axonal type 2K,"['C1842983', 'C0007959', 'C0004461', 'C1547052']"
DOID:6903,eye lymphoma,['C1333519']
DOID:7235,pancreatic mucinous cystadenoma,['C1518872']
OMIM:129540,ECTODERMAL DYSPLASIA SYNDROME WITH DISTINCTIVE FACIAL APPEARANCE AND PREAXIAL POLYDACTYLY OF FEET,['C1851851']
HP:0000968,Ectodermal dysplasia,['C0013575']
HP:0030891,Periventricular white matter hyperdensities,['C4293686']
DOID:6729,recurrent pediatric optic nerve glioma,"['C2945760', 'C0278653', 'C0034897']"
HP:0010597,Abnormality of the distal radial epiphysis,['C4023776']
OMIM:309630,METACARPAL 4-5 FUSION; MF4,['C1839728']
HP:0004481,Progressive macrocephaly,['C1859896']
HP:0010395,Aplasia/hypoplasia of the proximal phalanx of the 2nd toe,['C4023859']
HP:0100632,Pulmonary sequestration,"['C0006288', 'C4020703']"
DOID:0110844,xeroderma pigmentosum group C,"['C2752147', 'C0268137']"
DOID:3928,adiposis dolorosa,['C0001529']
OMIM:201450,"ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD","['C0220710', 'C0698011']"
DOID:5078,ganglioglioma,"['C1332202', 'C1332969', 'C0206716']"
HP:0002020,Gastroesophageal reflux,"['C0018834', 'C0017168']"
HP:0010649,Flat nasal alae,['C4023759']
OMIM:300376,"MUSCULAR DYSTROPHY, BECKER TYPE; BMD",['C0917713']
DOID:11252,microcytic anemia,['C0085576']
HP:0011388,Enlarged cochlear aqueduct,['C4021154']
DOID:3378,conventional central osteosarcoma,"['C1266166', 'C1266162']"
HP:0008065,Aplasia/Hypoplasia of the skin,['C4024737']
DOID:0060535,Warsaw breakage syndrome,"['C3150658', 'C0039082']"
DOID:14557,primary pulmonary hypertension,['C0152171']
HP:0003761,Calcinosis,['C0006663']
OMIM:131850,"EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL",['C0432321']
DOID:8505,dermatitis herpetiformis,['C0011608']
OMIM:611015,"AUTISM, SUSCEPTIBILITY TO, 9; AUTS9",['C1970243']
DOID:8025,gastric signet ring cell adenocarcinoma,['C1335965']
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,['C4024571']
OMIM:185480,"SUPRABULBAR PARESIS, CONGENITAL",['C0796204']
OMIM:607279,"SYSTEMIC LUPUS ERYTHEMATOSUS WITH HEMOLYTIC ANEMIA, SUSCEPTIBILITY TO, 1; SLEH1",['C1846533']
HP:0006384,Club-shaped distal femur,['C1857505']
OMIM:261590,PHENFORMIN 4-HYDROXYLATION,['C1849927']
DOID:0110721,neuronal ceroid lipofuscinosis 1,"['C0027877', 'C0027877']"
HP:0005348,Inspiratory stridor,['C0677600']
OMIM:139900,"HAND SKILL, RELATIVE; HSR",['C0023114']
DOID:10602,steatorrhea,['C0038238']
DOID:11289,ventilation pneumonitis,['C0155891']
HP:0001100,Heterochromia iridis,['C0423318']
HP:0007913,Reticular retinal dystrophy,['C4024776']
OMIM:607508,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 5",['C1843771']
OMIM:302802,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3; CMTX3",['C1844865']
OMIM:616577,"EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME; EHLMRS",['C4225276']
OMIM:613958,SPERMATOGENIC FAILURE 9; SPGF9,['C3151407']
OMIM:269250,SCHNECKENBECKEN DYSPLASIA,['C0432194']
DOID:11005,Atrophy of sphincter of iris,"['C0333641', 'C1409894', 'C1278891']"
DOID:13117,paronychia,['C0030578']
HP:0012471,Thick vermilion border,['C1836543']
DOID:8866,actinic keratosis,['C0022602']
HP:0009085,Alveolar ridge overgrowth,"['C1865598', 'C1856164']"
DOID:3919,pancreatic serous cystic neoplasm,['C1518875']
OMIM:603656,"EXOSTOSIS, DUPUYTREN SUBUNGUAL",['C1863622']
DOID:7607,chief cell adenoma,['C0334320']
OMIM:118200,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B",['C0270912']
OMIM:616158,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 31; MRD31",['C4015357']
OMIM:300262,ABIDI X-LINKED MENTAL RETARDATION SYNDROME; MRXSAB,"['C1846056', 'C1638168']"
HP:0012213,Decreased glomerular filtration rate,['C0853068']
OMIM:151001,"LENTIGINOSIS, INHERITED PATTERNED",['C3492944']
HP:0010469,Absent testis,['C4023816']
HP:0040321,Dark yellow urine,['C4304293']
HP:0008463,Central vertebral hypoplasia,['C4024672']
HP:0100612,Odontogenic neoplasm,['C0028880']
DOID:13174,dissociated nystagmus,['C0155380']
DOID:4175,Rh isoimmunization,['C0035404']
DOID:10780,primary polycythemia,['C0152264']
OMIM:610676,"AUTISM, SUSCEPTIBILITY TO, 7; AUTS7",['C1970807']
DOID:5830,cervical endometrioid adenocarcinoma,['C1332913']
DOID:2383,neonatal jaundice,['C0022353']
OMIM:614501,"PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED",['C3281055']
OMIM:177820,PSEUDO-VON WILLEBRAND DISEASE; VWDP,['C1280798']
DOID:0060426,chromosome 19p13.13 deletion syndrome,"['C3150894', 'C1520840', 'C0008655', 'C1442161', 'C0039082']"
HP:0030860,Abnormal CSF amyloid level,['C4280740']
OMIM:181460,"SCHISTOSOMA MANSONI INFECTION, SUSCEPTIBILITY/RESISTANCE TO",['C1866993']
HP:0002930,Thyroid hormone receptor defect,['C2940786']
HP:0002617,Dilatation,"['C4020848', 'C0002940']"
HP:0030483,Reduced amplitude of dark-adapted bright flash electroretinogram a-wave,['C4072973']
DOID:9667,placental abruption,['C0000821']
HP:0002687,Abnormality of frontal sinus,['C4025689']
DOID:5255,leiomyosarcoma nonmetastatic,"['C0023269', 'C1518409', 'C1518409']"
OMIM:612343,MUSICAL APTITUDE QUANTITATIVE TRAIT LOCUS,['C2676725']
OMIM:228355,FETAL IODINE DEFICIENCY DISORDER; FIDD,['C0342200']
DOID:1078,Chromadorea infectious disease,"['C0162600', 'C0009450']"
DOID:0110726,neuronal ceroid lipofuscinosis 2,"['C0027877', 'C0027877']"
HP:0004461,Congenital earlobe sinuses,['C1969394']
OMIM:612649,"CILIARY DYSKINESIA, PRIMARY, 11; CILD11",['C2675229']
OMIM:202155,"ADRENAL HYPOPLASIA, CYTOMEGALIC TYPE",['C1859977']
HP:0001863,Toe clinodactyly,"['C4280587', 'C4021770']"
OMIM:252100,MOHR SYNDROME,['C0026363']
DOID:0110712,Oguchi disease-1,"['C1306122', 'C1306122']"
HP:0011332,Hemifacial hypoplasia,"['C3495417', 'C4023411']"
DOID:11557,acute serous otitis media,['C0155415']
OMIM:605756,"OVARIAN DYSGENESIS, HYPERGONADOTROPIC, WITH SHORT STATURE AND RECURRENT METABOLIC ACIDOSIS",['C3148970']
HP:0000089,Renal hypoplasia,['C0266295']
OMIM:616938,COFFIN-SIRIS SYNDROME 5; CSS5,['C4310788']
OMIM:612957,VITAMIN B6 PLASMA LEVEL QUANTITATIVE TRAIT LOCUS 1; B6QTL1,['C2751828']
DOID:0060206,amyotrophic lateral sclerosis type 15,"['C0002736', 'C1547052']"
OMIM:201750,ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS; ABS1,['C3150099']
HP:0004819,Normocytic hypoplastic anemia,['C1835875']
HP:0012714,Severe hearing impairment,['C3874334']
OMIM:190800,TRISTICHIASIS,['C1860785']
DOID:6563,metastatic testicular cancer,"['C1096715', 'C1096715']"
DOID:8386,ectopic chorionic gonadotropin secretion disease,"['C0522270', 'C0012634']"
HP:0030080,Burkitt lymphoma,['C0006413']
OMIM:125260,"DEFECTIVE INTERFERING PARTICLE INDUCTION, CONTROL OF",['C1852265']
DOID:0050968,"autosomal dominant cerebellar ataxia, deafness and narcolepsy","['C0596142', 'C1527180', 'C0007758', 'C0011053', 'C0027404']"
HP:0006559,Hepatic calcification,['C1696466']
OMIM:615108,COWDEN SYNDROME 5; CWS5,['C3554518']
DOID:3259,orbit rhabdomyosarcoma,['C0346347']
DOID:14178,immunodeficiency with increased IgM,"['C0021051', 'C0239990', 'C0205217']"
OMIM:177750,PSEUDOMONILETHRIX,['C0432346']
HP:0025471,Congenital panfollicular nevus,['C4476799']
HP:0012368,Flat face,['C1853241']
OMIM:116920,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD",['C0398738']
DOID:0111132,focal segmental glomerulosclerosis 7,"['C0017668', 'C0403425']"
HP:0004197,Symphalangism of the 4th finger,['C4021679']
OMIM:247420,LUTHERAN NULL,['C1292230']
DOID:11541,recurrent corneal erosion,['C0155119']
OMIM:615982,BARDET-BIEDL SYNDROME 4; BBS4,['C2936864']
OMIM:615897,IMMUNODEFICIENCY 24; IMD24,['C4014617']
DOID:10507,Dressler's syndrome,['C0152107']
DOID:1912,metastasis to vagina,"['C2939419', 'C0042232']"
HP:0040017,Protruding coccyx,['C4022489']
HP:0006114,Multiple palmar creases,['C1861872']
DOID:8681,paraneoplastic polyneuropathy,['C0270932']
