"id","name"
"GO:0036404","conversion of ds siRNA to ss siRNA"
"GO:0097039","protein linear polyubiquitination"
"GO:0021919","BMP signaling pathway involved in spinal cord dorsal/ventral patterning"
"GO:0035115","embryonic forelimb morphogenesis"
"GO:0071380","cellular response to prostaglandin E stimulus"
"GO:1901119","tobramycin metabolic process"
"GO:0019646","aerobic electron transport chain"
"GO:2000057","negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis"
"GO:0018905","dimethyl ether metabolic process"
"GO:0044854","plasma membrane raft assembly"
"GO:0061462","protein localization to lysosome"
"GO:0014906","myotube cell development involved in skeletal muscle regeneration"
"GO:2000709","regulation of maintenance of meiotic sister chromatid cohesion, centromeric"
"GO:0014706","striated muscle tissue development"
"GO:0070480","exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-independent decay"
"GO:0042197","halogenated hydrocarbon metabolic process"
"GO:0033302","quercetin O-glucoside metabolic process"
"GO:2001140","positive regulation of phospholipid transport"
"GO:0072731","cellular response to papulacandin B"
"GO:1903953","negative regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization"
"GO:0060168","positive regulation of adenosine receptor signaling pathway"
"GO:0045445","myoblast differentiation"
"GO:1904561","cellular response to diphenidol"
"GO:0071235","cellular response to proline"
"GO:0071217","cellular response to external biotic stimulus"
"GO:0010482","regulation of epidermal cell division"
"GO:0006785","heme b biosynthetic process"
"GO:0072136","metanephric mesenchymal cell proliferation involved in metanephros development"
"GO:0071954","chemokine (C-C motif) ligand 11 production"
"GO:0034213","quinolinate catabolic process"
"GO:0071304","cellular response to vitamin B6"
"GO:1903682","negative regulation of epithelial cell-cell adhesion involved in epithelium migration"
"GO:0006662","glycerol ether metabolic process"
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation"
"GO:0061511","centriole elongation"
"GO:0035712","T-helper 2 cell activation"
"GO:0021938","smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation"
"GO:0060338","regulation of type I interferon-mediated signaling pathway"
"GO:0061277","mesonephric nephron tubule formation"
"GO:0060738","epithelial-mesenchymal signaling involved in prostate gland development"
"GO:0002152","bile acid conjugation"
"GO:1905725","protein localization to microtubule end"
"GO:0018939","n-octane metabolic process"
"GO:0032376","positive regulation of cholesterol transport"
"GO:0033140","negative regulation of peptidyl-serine phosphorylation of STAT protein"
"GO:0072763","cellular response to hesperadin"
"GO:0050691","regulation of defense response to virus by host"
"GO:0042307","positive regulation of protein import into nucleus"
"GO:0051395","negative regulation of nerve growth factor receptor activity"
"GO:0018280","protein S-linked glycosylation"
"GO:0018926","methanesulfonic acid metabolic process"
"GO:0018864","acetylene metabolic process"
"GO:0048645","animal organ formation"
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway"
"GO:1902889","protein localization to spindle microtubule"
"GO:2000718","regulation of maintenance of mitotic sister chromatid cohesion, centromeric"
"GO:0033581","protein galactosylation in Golgi"
"GO:0070378","positive regulation of ERK5 cascade"
"GO:0097501","stress response to metal ion"
"GO:1902207","positive regulation of interleukin-2-mediated signaling pathway"
"GO:0060458","right lung development"
"GO:0009228","thiamine biosynthetic process"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition"
"GO:0038168","epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade"
"GO:0018902","1,3-dichloro-2-propanol metabolic process"
"GO:0030539","male genitalia development"
"GO:0100018","regulation of glucose import by transcription from RNA polymerase II promoter"
"GO:0035136","forelimb morphogenesis"
"GO:0032648","regulation of interferon-beta production"
"GO:0098912","membrane depolarization during atrial cardiac muscle cell action potential"
"GO:0070084","protein initiator methionine removal"
"GO:0033762","response to glucagon"
"GO:0002698","negative regulation of immune effector process"
"GO:0000011","vacuole inheritance"
"GO:0018282","metal incorporation into metallo-sulfur cluster"
"GO:0090180","positive regulation of thiamine biosynthetic process"
"GO:1905449","regulation of Fc-gamma receptor signaling pathway involved in phagocytosis"
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis"
"GO:0033590","response to cobalamin"
"GO:1904905","negative regulation of endothelial cell-matrix adhesion via fibronectin"
"GO:1903576","response to L-arginine"
"GO:0048133","male germ-line stem cell asymmetric division"
"GO:0042033","chemokine biosynthetic process"
"GO:1900958","positive regulation of 17-methylnonadec-1-ene biosynthetic process"
"GO:0015113","nitrite transmembrane transporter activity"
"GO:0042983","amyloid precursor protein biosynthetic process"
"GO:0060763","mammary duct terminal end bud growth"
"GO:0072672","neutrophil extravasation"
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening"
"GO:1990091","sodium-dependent self proteolysis"
"GO:0000302","response to reactive oxygen species"
"GO:0030324","lung development"
"GO:0007160","cell-matrix adhesion"
"GO:1901579","positive regulation of alkane biosynthetic process"
"GO:0033343","positive regulation of collagen binding"
"GO:0036368","cone photoresponse recovery"
"GO:0005452","inorganic anion exchanger activity"
"GO:1990092","calcium-dependent self proteolysis"
"GO:0051725","protein de-ADP-ribosylation"
"GO:1900568","chanoclavine-I aldehyde catabolic process"
"GO:1900703","positive regulation of orcinol biosynthetic process"
"GO:0014076","response to fluoxetine"
"GO:1903966","monounsaturated fatty acid biosynthetic process"
"GO:0044179","hemolysis in other organism"
"GO:0060036","notochord cell vacuolation"
"GO:0071505","response to mycophenolic acid"
"GO:0090311","regulation of protein deacetylation"
"GO:0046944","protein carbamoylation"
"GO:1900666","positive regulation of emodin biosynthetic process"
"GO:0106091","glial cell projection elongation"
"GO:0005278","acetylcholine:proton antiporter activity"
"GO:1901843","positive regulation of high voltage-gated calcium channel activity"
"GO:0001889","liver development"
"GO:1904325","positive regulation of inhibitory G-protein coupled receptor phosphorylation"
"GO:0021650","vestibulocochlear nerve formation"
"GO:1904635","positive regulation of glomerular visceral epithelial cell apoptotic process"
"GO:0016598","protein arginylation"
"GO:0045577","regulation of B cell differentiation"
"GO:0050864","regulation of B cell activation"
"GO:0035747","natural killer cell chemotaxis"
"GO:0016260","selenocysteine biosynthetic process"
"GO:1901385","regulation of voltage-gated calcium channel activity"
"GO:0019085","early viral transcription"
"GO:1900090","positive regulation of inositol biosynthetic process"
"GO:0018411","protein glucuronidation"
"GO:0007395","dorsal closure, spreading of leading edge cells"
"GO:0032967","positive regulation of collagen biosynthetic process"
"GO:1904966","positive regulation of vitamin E biosynthetic process"
"GO:0018215","protein phosphopantetheinylation"
"GO:0100003","positive regulation of sodium ion transport by transcription from RNA polymerase II promoter"
"GO:2000594","positive regulation of metanephric DCT cell differentiation"
"GO:0070828","heterochromatin organization"
"GO:0009704","de-etiolation"
"GO:1901323","response to erythromycin"
"GO:0051333","meiotic nuclear envelope reassembly"
"GO:0010801","negative regulation of peptidyl-threonine phosphorylation"
"GO:0018249","protein dehydration"
"GO:0019231","perception of static position"
"GO:0021633","optic nerve structural organization"
"GO:1901860","positive regulation of mitochondrial DNA metabolic process"
"GO:0035166","post-embryonic hemopoiesis"
"GO:0018032","protein amidation"
"GO:0014732","skeletal muscle atrophy"
"GO:1900138","negative regulation of phospholipase A2 activity"
"GO:1904879","positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"
"GO:0038088","VEGF-activated platelet-derived growth factor receptor-beta signaling pathway"
"GO:1900863","positive regulation of cordyol C biosynthetic process"
"GO:0061423","positive regulation of sodium ion transport by positive regulation of transcription from RNA polymerase II promoter"
"GO:0010117","photoprotection"
"GO:1903027","regulation of opsonization"
"GO:0035754","B cell chemotaxis"
"GO:0021525","lateral motor column neuron differentiation"
"GO:2000764","positive regulation of semaphorin-plexin signaling pathway involved in outflow tract morphogenesis"
"GO:0031637","regulation of neuronal synaptic plasticity in response to neurotrophin"
"GO:0007088","regulation of mitotic nuclear division"
"GO:1903425","fluoride transmembrane transporter activity"
"GO:1900657","positive regulation of diorcinol biosynthetic process"
"GO:0010923","negative regulation of phosphatase activity"
"GO:0006469","negative regulation of protein kinase activity"
"GO:0046548","retinal rod cell development"
"GO:0009609","response to symbiotic bacterium"
"GO:1901197","positive regulation of calcium-mediated signaling involved in cellular response to calcium ion"
"GO:0060979","vasculogenesis involved in coronary vascular morphogenesis"
"GO:0018193","peptidyl-amino acid modification"
"GO:1903671","negative regulation of sprouting angiogenesis"
"GO:0070278","extracellular matrix constituent secretion"
"GO:0072503","cellular divalent inorganic cation homeostasis"
"GO:1900937","positive regulation of nonadec-1-ene biosynthetic process"
"GO:0043409","negative regulation of MAPK cascade"
"GO:0006729","tetrahydrobiopterin biosynthetic process"
"GO:2000425","regulation of apoptotic cell clearance"
"GO:0008543","fibroblast growth factor receptor signaling pathway"
"GO:1900654","positive regulation of demethylkotanin biosynthetic process"
"GO:0071871","response to epinephrine"
"GO:0018322","protein tyrosinylation"
"GO:0008626","granzyme-mediated apoptotic signaling pathway"
"GO:0044619","positive regulation of relaxation of uterine smooth muscle in other organism"
"GO:0019926","peptidyl-tryptophan oxidation to tryptophyl quinone"
"GO:1900706","positive regulation of siderophore biosynthetic process"
"GO:0038065","collagen-activated signaling pathway"
"GO:0017014","protein nitrosylation"
"GO:0045132","meiotic chromosome segregation"
"GO:1901558","response to metformin"
"GO:0061360","optic chiasma development"
"GO:0072244","metanephric glomerular epithelium development"
"GO:0042094","interleukin-2 biosynthetic process"
"GO:1900084","regulation of peptidyl-tyrosine autophosphorylation"
"GO:0042422","norepinephrine catabolic process"
"GO:0015114","phosphate ion transmembrane transporter activity"
"GO:1900857","positive regulation of fumitremorgin B biosynthetic process"
"GO:0045329","carnitine biosynthetic process"
"GO:0017006","protein-tetrapyrrole linkage"
"GO:0042253","granulocyte macrophage colony-stimulating factor biosynthetic process"
"GO:0032355","response to estradiol"
"GO:2000789","positive regulation of venous endothelial cell fate commitment"
"GO:0061523","cilium disassembly"
"GO:1900694","positive regulation of (+)-kotanin biosynthetic process"
"GO:1902455","negative regulation of stem cell population maintenance"
"GO:0097576","vacuole fusion"
"GO:0080171","lytic vacuole organization"
"GO:0060815","regulation of translation involved in anterior/posterior axis specification"
"GO:0080139","borate efflux transmembrane transporter activity"
"GO:1990066","energy quenching"
"GO:0009637","response to blue light"
"GO:0051066","dihydrobiopterin metabolic process"
"GO:0120126","response to copper ion starvation"
"GO:1900824","positive regulation of ergot alkaloid biosynthetic process"
"GO:0015104","antimonite transmembrane transporter activity"
"GO:0080058","protein deglutathionylation"
"GO:0046330","positive regulation of JNK cascade"
"GO:0007155","cell adhesion"
"GO:1990019","protein storage vacuole organization"
"GO:0052231","modulation of phagocytosis in other organism involved in symbiotic interaction"
"GO:2000836","positive regulation of androgen secretion"
"GO:1905152","positive regulation of voltage-gated sodium channel activity"
"GO:1900982","positive regulation of phenazine biosynthetic process"
"GO:0017013","protein flavinylation"
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration"
"GO:0060099","regulation of phagocytosis, engulfment"
"GO:1904986","positive regulation of quinolinate biosynthetic process"
"GO:0018065","protein-cofactor linkage"
"GO:0010903","negative regulation of very-low-density lipoprotein particle remodeling"
"GO:0072709","cellular response to sorbitol"
"GO:0045200","establishment of neuroblast polarity"
"GO:1901586","negative regulation of acid-sensing ion channel activity"
"GO:2000816","negative regulation of mitotic sister chromatid separation"
"GO:0042331","phototaxis"
"GO:0002679","respiratory burst involved in defense response"
"GO:0071873","response to norepinephrine"
"GO:1900848","positive regulation of naphtho-gamma-pyrone biosynthetic process"
"GO:0031365","N-terminal protein amino acid modification"
"GO:0045974","regulation of translation, ncRNA-mediated"
"GO:0010025","wax biosynthetic process"
"GO:0022027","interkinetic nuclear migration"
"GO:0015446","ATPase-coupled arsenite transmembrane transporter activity"
"GO:0015107","chlorate transmembrane transporter activity"
"GO:0001914","regulation of T cell mediated cytotoxicity"
"GO:0035601","protein deacylation"
"GO:0030813","positive regulation of nucleotide catabolic process"
"GO:0006559","L-phenylalanine catabolic process"
"GO:0019516","lactate oxidation"
"GO:0072305","negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis"
"GO:0021852","pyramidal neuron migration"
"GO:1990169","stress response to copper ion"
"GO:0046398","UDP-glucuronate metabolic process"
"GO:0021898","commitment of multipotent stem cells to neuronal lineage in forebrain"
"GO:1900800","cspyrone B1 metabolic process"
"GO:0060476","protein localization involved in acrosome reaction"
"GO:0070902","mitochondrial tRNA pseudouridine synthesis"
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway"
"GO:0061590","calcium activated phosphatidylcholine scrambling"
"GO:0098886","modification of dendritic spine"
"GO:0002869","positive regulation of B cell deletion"
"GO:0007377","germ-band extension"
"GO:0036321","ghrelin secretion"
"GO:0097172","N-acetylmuramic acid metabolic process"
"GO:0006206","pyrimidine nucleobase metabolic process"
"GO:1902656","calcium ion import into cytosol"
"GO:0042921","glucocorticoid receptor signaling pathway"
"GO:0043330","response to exogenous dsRNA"
"GO:0030822","positive regulation of cAMP catabolic process"
"GO:0001649","osteoblast differentiation"
"GO:0048344","paraxial mesodermal cell fate determination"
"GO:0031940","positive regulation of chromatin silencing at telomere"
"GO:0010225","response to UV-C"
"GO:0033280","response to vitamin D"
"GO:0021947","outward migration of deep nuclear neurons"
"GO:0099601","regulation of neurotransmitter receptor activity"
"GO:0055048","anastral spindle assembly"
"GO:0046425","regulation of JAK-STAT cascade"
"GO:0030397","membrane disassembly"
"GO:0052701","cellular modified histidine metabolic process"
"GO:0031408","oxylipin biosynthetic process"
"GO:0100014","positive regulation of mating type switching by transcription from RNA polymerase II promoter"
"GO:1904932","negative regulation of cartilage condensation"
"GO:0034138","toll-like receptor 3 signaling pathway"
"GO:0000456","dimethylation involved in SSU-rRNA maturation"
"GO:0019264","glycine biosynthetic process from serine"
"GO:1903347","negative regulation of bicellular tight junction assembly"
"GO:0001958","endochondral ossification"
"GO:1990172","G-protein coupled receptor catabolic process"
"GO:0003249","cell proliferation involved in heart valve morphogenesis"
"GO:0002839","positive regulation of immune response to tumor cell"
"GO:0045137","development of primary sexual characteristics"
"GO:1904840","positive regulation of male germ-line stem cell asymmetric division"
"GO:0048074","negative regulation of eye pigmentation"
"GO:1905300","positive regulation of intestinal epithelial cell development"
"GO:0006501","C-terminal protein lipidation"
"GO:1905356","regulation of snRNA pseudouridine synthesis"
"GO:0046947","hydroxylysine biosynthetic process"
"GO:0008154","actin polymerization or depolymerization"
"GO:0038098","sequestering of BMP from receptor via BMP binding"
"GO:0021948","inward migration of deep nuclear neurons"
"GO:0003406","retinal pigment epithelium development"
"GO:0003295","cell proliferation involved in atrial ventricular junction remodeling"
"GO:0071699","olfactory placode morphogenesis"
"GO:0002864","regulation of acute inflammatory response to antigenic stimulus"
"GO:0048314","embryo sac morphogenesis"
"GO:1901253","negative regulation of intracellular transport of viral material"
"GO:1901481","L-glutamate import involved in cellular response to nitrogen starvation"
"GO:0045351","type I interferon biosynthetic process"
"GO:0060488","orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis"
"GO:0010593","negative regulation of lamellipodium assembly"
"GO:0042226","interleukin-6 biosynthetic process"
"GO:0036337","Fas signaling pathway"
"GO:2000749","positive regulation of chromatin silencing at rDNA"
"GO:0035050","embryonic heart tube development"
"GO:0072741","protein localization to cell division site"
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"GO:0046677","response to antibiotic"
"GO:0034499","late endosome to Golgi transport"
"GO:0003163","sinoatrial node development"
"GO:0036269","swimming behavior"
"GO:0035046","pronuclear migration"
"GO:0003393","neuron migration involved in retrograde extension"
"GO:0051384","response to glucocorticoid"
"GO:1905676","positive regulation of adaptive immune memory response"
"GO:0021654","rhombomere boundary formation"
"GO:0007312","oocyte nucleus migration involved in oocyte dorsal/ventral axis specification"
"GO:0036051","protein localization to trailing edge"
"GO:0001704","formation of primary germ layer"
"GO:0060028","convergent extension involved in axis elongation"
"GO:0046780","suppression by virus of host mRNA splicing"
"GO:0042661","regulation of mesodermal cell fate specification"
"GO:0060123","regulation of growth hormone secretion"
"GO:1901692","regulation of compound eye retinal cell apoptotic process"
"GO:1990153","maintenance of protein localization to heterochromatin"
"GO:0003150","muscular septum morphogenesis"
"GO:0018333","enzyme active site formation via O-phospho-L-threonine"
"GO:1902613","negative regulation of anti-Mullerian hormone signaling pathway"
"GO:0046588","negative regulation of calcium-dependent cell-cell adhesion"
"GO:1990294","peptidyl-threonine trans-autophosphorylation"
"GO:0008592","regulation of Toll signaling pathway"
"GO:0051969","regulation of transmission of nerve impulse"
"GO:1904937","sensory neuron migration"
"GO:0006213","pyrimidine nucleoside metabolic process"
"GO:0046400","keto-3-deoxy-D-manno-octulosonic acid metabolic process"
"GO:0045812","negative regulation of Wnt signaling pathway, calcium modulating pathway"
"GO:0003301","physiological cardiac muscle hypertrophy"
"GO:0009187","cyclic nucleotide metabolic process"
"GO:1900841","negative regulation of helvolic acid biosynthetic process"
"GO:0043134","regulation of hindgut contraction"
"GO:2000531","regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter"
"GO:0002258","positive regulation of kinin cascade"
"GO:2000397","positive regulation of ubiquitin-dependent endocytosis"
"GO:0032100","positive regulation of appetite"
"GO:0006226","dUMP biosynthetic process"
"GO:0001171","reverse transcription"
"GO:0035190","syncytial nuclear migration"
"GO:0035521","monoubiquitinated histone deubiquitination"
"GO:0032011","ARF protein signal transduction"
"GO:0032474","otolith morphogenesis"
"GO:0003006","developmental process involved in reproduction"
"GO:0032829","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation"
"GO:0043397","regulation of corticotropin-releasing hormone secretion"
"GO:0097695","establishment of protein-containing complex localization to telomere"
"GO:0090163","establishment of epithelial cell planar polarity"
"GO:0097396","response to interleukin-17"
"GO:0035063","nuclear speck organization"
"GO:0090272","negative regulation of fibroblast growth factor production"
"GO:0032691","negative regulation of interleukin-1 beta production"
"GO:0090110","cargo loading into COPII-coated vesicle"
"GO:1905333","regulation of gastric motility"
"GO:0003263","cardioblast proliferation"
"GO:0090367","negative regulation of mRNA modification"
"GO:0002877","regulation of acute inflammatory response to non-antigenic stimulus"
"GO:0002776","antimicrobial peptide secretion"
"GO:1904060","negative regulation of locomotor rhythm"
"GO:1990151","protein localization to cell tip"
"GO:1904000","positive regulation of eating behavior"
"GO:0030450","regulation of complement activation, classical pathway"
"GO:0031119","tRNA pseudouridine synthesis"
"GO:0002042","cell migration involved in sprouting angiogenesis"
"GO:0006282","regulation of DNA repair"
"GO:0035405","histone-threonine phosphorylation"
"GO:1904710","positive regulation of granulosa cell apoptotic process"
"GO:0097476","spinal cord motor neuron migration"
"GO:1990481","mRNA pseudouridine synthesis"
"GO:0060220","camera-type eye photoreceptor cell fate commitment"
"GO:0044578","butyryl-CoA biosynthetic process"
"GO:0045904","negative regulation of translational termination"
"GO:0060300","regulation of cytokine activity"
"GO:0048826","cotyledon morphogenesis"
"GO:0051324","prophase"
"GO:0071888","macrophage apoptotic process"
"GO:1904936","interneuron migration"
"GO:0035113","embryonic appendage morphogenesis"
"GO:0046394","carboxylic acid biosynthetic process"
"GO:0098863","nuclear migration by microtubule mediated pushing forces"
"GO:0051606","detection of stimulus"
"GO:0016048","detection of temperature stimulus"
"GO:0090327","negative regulation of locomotion involved in locomotory behavior"
"GO:0046841","trisporic acid metabolic process"
"GO:0072498","embryonic skeletal joint development"
"GO:1904468","negative regulation of tumor necrosis factor secretion"
"GO:0019389","glucuronoside metabolic process"
"GO:0006029","proteoglycan metabolic process"
"GO:0034478","phosphatidylglycerol catabolic process"
"GO:0006518","peptide metabolic process"
"GO:0071529","cementum mineralization"
"GO:0033085","negative regulation of T cell differentiation in thymus"
"GO:0099187","presynaptic cytoskeleton organization"
"GO:0071827","plasma lipoprotein particle organization"
"GO:0045409","negative regulation of interleukin-6 biosynthetic process"
"GO:0050813","epothilone metabolic process"
"GO:0010960","magnesium ion homeostasis"
"GO:0038194","thyroid-stimulating hormone signaling pathway"
"GO:0003418","growth plate cartilage chondrocyte differentiation"
"GO:0035762","dorsal motor nucleus of vagus nerve morphogenesis"
"GO:0030334","regulation of cell migration"
"GO:0048371","lateral mesodermal cell differentiation"
"GO:0009611","response to wounding"
"GO:0015774","polysaccharide transport"
"GO:0061051","positive regulation of cell growth involved in cardiac muscle cell development"
"GO:2000158","positive regulation of ubiquitin-specific protease activity"
"GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity"
"GO:1900118","negative regulation of execution phase of apoptosis"
"GO:0046009","positive regulation of female receptivity, post-mating"
"GO:0046430","non-phosphorylated glucose metabolic process"
"GO:0015180","L-alanine transmembrane transporter activity"
"GO:0048613","embryonic ectodermal digestive tract morphogenesis"
"GO:0055008","cardiac muscle tissue morphogenesis"
"GO:0071275","cellular response to aluminum ion"
"GO:0043639","benzoate catabolic process"
"GO:0022038","corpus callosum development"
"GO:0070373","negative regulation of ERK1 and ERK2 cascade"
"GO:1901142","insulin metabolic process"
"GO:2000074","regulation of type B pancreatic cell development"
"GO:0030154","cell differentiation"
"GO:0022010","central nervous system myelination"
"GO:1905460","negative regulation of vascular associated smooth muscle cell apoptotic process"
"GO:0003424","establishment of cell polarity involved in growth plate cartilage chondrocyte division"
"GO:0006859","extracellular carbohydrate transport"
"GO:0030650","peptide antibiotic metabolic process"
"GO:0019650","glycolytic fermentation to butanediol"
"GO:0043525","positive regulation of neuron apoptotic process"
"GO:0060548","negative regulation of cell death"
"GO:0006548","histidine catabolic process"
"GO:0002359","B-1 B cell proliferation"
"GO:0048194","Golgi vesicle budding"
"GO:0070430","positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"
"GO:0006699","bile acid biosynthetic process"
"GO:1902341","xylitol transport"
"GO:0034316","negative regulation of Arp2/3 complex-mediated actin nucleation"
"GO:0048798","swim bladder inflation"
"GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic"
"GO:0046135","pyrimidine nucleoside catabolic process"
"GO:0072210","metanephric nephron development"
"GO:0010908","regulation of heparan sulfate proteoglycan biosynthetic process"
"GO:0043489","RNA stabilization"
"GO:0043200","response to amino acid"
"GO:0060426","lung vasculature development"
"GO:0070874","negative regulation of glycogen metabolic process"
"GO:2000226","regulation of pancreatic A cell differentiation"
"GO:0007252","I-kappaB phosphorylation"
"GO:0050867","positive regulation of cell activation"
"GO:0030323","respiratory tube development"
"GO:2000730","regulation of termination of RNA polymerase I transcription"
"GO:0003206","cardiac chamber morphogenesis"
"GO:0015797","mannitol transport"
"GO:0044850","menstrual cycle"
"GO:0034637","cellular carbohydrate biosynthetic process"
"GO:0070813","hydrogen sulfide metabolic process"
"GO:0050884","neuromuscular process controlling posture"
"GO:0034470","ncRNA processing"
"GO:0097070","ductus arteriosus closure"
"GO:0010560","positive regulation of glycoprotein biosynthetic process"
"GO:2000262","positive regulation of blood coagulation, common pathway"
"GO:0048856","anatomical structure development"
"GO:0030656","regulation of vitamin metabolic process"
"GO:0042252","establishment of planar polarity of larval imaginal disc epithelium"
"GO:0045958","positive regulation of complement activation, alternative pathway"
"GO:0060052","neurofilament cytoskeleton organization"
"GO:0072048","renal system pattern specification"
"GO:0003231","cardiac ventricle development"
"GO:0097082","vascular smooth muscle cell fate specification"
"GO:0015991","ATP hydrolysis coupled proton transport"
"GO:0060785","regulation of apoptosis involved in tissue homeostasis"
"GO:0015796","galactitol transport"
"GO:0051496","positive regulation of stress fiber assembly"
"GO:1904833","positive regulation of removal of superoxide radicals"
"GO:0045666","positive regulation of neuron differentiation"
"GO:0031024","interphase microtubule organizing center assembly"
"GO:0070366","regulation of hepatocyte differentiation"
"GO:0002254","kinin cascade"
"GO:0010729","positive regulation of hydrogen peroxide biosynthetic process"
"GO:0051385","response to mineralocorticoid"
"GO:0000226","microtubule cytoskeleton organization"
"GO:0051573","negative regulation of histone H3-K9 methylation"
"GO:0032516","positive regulation of phosphoprotein phosphatase activity"
"GO:0048750","compound eye corneal lens morphogenesis"
"GO:0008544","epidermis development"
"GO:0045332","phospholipid translocation"
"GO:1900017","positive regulation of cytokine production involved in inflammatory response"
"GO:0007519","skeletal muscle tissue development"
"GO:0045977","positive regulation of mitotic cell cycle, embryonic"
"GO:0070886","positive regulation of calcineurin-NFAT signaling cascade"
"GO:0052305","positive regulation by organism of innate immune response in other organism involved in symbiotic interaction"
"GO:0034059","response to anoxia"
"GO:1904720","regulation of mRNA endonucleolytic cleavage involved in unfolded protein response"
"GO:0060154","cellular process regulating host cell cycle in response to virus"
"GO:0072046","establishment of planar polarity involved in nephron morphogenesis"
"GO:0050702","interleukin-1 beta secretion"
"GO:0030710","regulation of border follicle cell delamination"
"GO:0030510","regulation of BMP signaling pathway"
"GO:1902324","positive regulation of methyl-branched fatty acid biosynthetic process"
"GO:0072277","metanephric glomerular capillary formation"
"GO:0019374","galactolipid metabolic process"
"GO:0022037","metencephalon development"
"GO:1900227","positive regulation of NLRP3 inflammasome complex assembly"
"GO:0050941","negative regulation of pigment cell differentiation"
"GO:0019664","mixed acid fermentation"
"GO:1901878","positive regulation of calcium ion binding"
"GO:0006618","SRP-dependent cotranslational protein targeting to membrane, signal sequence processing"
"GO:0070318","positive regulation of G0 to G1 transition"
"GO:0032700","negative regulation of interleukin-17 production"
"GO:0001870","positive regulation of complement activation, lectin pathway"
"GO:0007164","establishment of tissue polarity"
"GO:0045815","positive regulation of gene expression, epigenetic"
"GO:0098780","response to mitochondrial depolarisation"
"GO:0051476","mannosylglycerate transport"
"GO:0043462","regulation of ATPase activity"
"GO:2001183","negative regulation of interleukin-12 secretion"
"GO:0009441","glycolate metabolic process"
"GO:0014718","positive regulation of satellite cell activation involved in skeletal muscle regeneration"
"GO:0010791","DNA double-strand break processing involved in repair via synthesis-dependent strand annealing"
"GO:1902857","positive regulation of non-motile cilium assembly"
"GO:0097080","plasma membrane selenite transport"
"GO:0045123","cellular extravasation"
"GO:0014856","skeletal muscle cell proliferation"
"GO:0050710","negative regulation of cytokine secretion"
"GO:0060461","right lung morphogenesis"
"GO:1902757","bis(molybdopterin guanine dinucleotide)molybdenum metabolic process"
"GO:0006212","uracil catabolic process"
"GO:0009749","response to glucose"
"GO:1990074","polyuridylation-dependent mRNA catabolic process"
"GO:1990787","negative regulation of hh target transcription factor activity"
"GO:0032715","negative regulation of interleukin-6 production"
"GO:0060332","positive regulation of response to interferon-gamma"
"GO:0032707","negative regulation of interleukin-23 production"
"GO:0003416","endochondral bone growth"
"GO:1903862","positive regulation of oxidative phosphorylation"
"GO:0090698","post-embryonic plant morphogenesis"
"GO:1905715","regulation of cornification"
"GO:1905465","regulation of G-quadruplex DNA unwinding"
"GO:0007568","aging"
"GO:1905220","negative regulation of platelet formation"
"GO:1901249","regulation of lung goblet cell differentiation"
"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase"
"GO:0010016","shoot system morphogenesis"
"GO:0033189","response to vitamin A"
"GO:0061439","kidney vasculature morphogenesis"
"GO:1904075","positive regulation of trophectodermal cell proliferation"
"GO:1901373","lipid hydroperoxide transport"
"GO:2000418","positive regulation of eosinophil migration"
"GO:0042755","eating behavior"
"GO:0071897","DNA biosynthetic process"
"GO:0002691","regulation of cellular extravasation"
"GO:0045416","positive regulation of interleukin-8 biosynthetic process"
"GO:0001502","cartilage condensation"
"GO:0097275","cellular ammonia homeostasis"
"GO:0030970","retrograde protein transport, ER to cytosol"
"GO:0048321","axial mesodermal cell differentiation"
"GO:0010976","positive regulation of neuron projection development"
"GO:1900483","regulation of protein targeting to vacuolar membrane"
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"GO:0046150","melanin catabolic process"
"GO:0031288","sorocarp morphogenesis"
"GO:1904250","positive regulation of age-related resistance"
"GO:0009401","phosphoenolpyruvate-dependent sugar phosphotransferase system"
"GO:0030517","negative regulation of axon extension"
"GO:0072264","metanephric glomerular endothelium development"
"GO:0002730","regulation of dendritic cell cytokine production"
